State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
FL,FL,2016,April,Number of Deaths,195883,,100,0.040840705931602,
FL,FL,2016,May,Number of Deaths,196050,,100,0.042336138740117,
FL,FL,2016,June,Number of Deaths,196273,,100,0.04534500415238,
FL,FL,2016,July,Number of Deaths,196733,,100,0.04727219124397,
FL,FL,2016,August,Number of Deaths,197300,,100,0.051697921946275,
FL,FL,2016,September,Number of Deaths,197602,,100,0.052631046244471,
FL,FL,2016,October,Number of Deaths,198220,,100,0.054989405710826,
FL,FL,2016,November,Number of Deaths,199256,,100,0.054703497008873,
FL,FL,2016,December,Number of Deaths,199964,,100,0.047008461523074,
FL,FL,2017,January,Number of Deaths,200883,,100,0.046295604904347,Underreported due to incomplete data
FL,FL,2017,February,Number of Deaths,200708,,100,0.045837734420153,Underreported due to incomplete data
FL,FL,2017,March,Number of Deaths,200881,,100,0.044802644351631,Underreported due to incomplete data
FL,FL,2017,April,Number of Deaths,201341,,100,0.043210275105418,Underreported due to incomplete data
FL,FL,2017,May,Number of Deaths,201706,,100,0.041644770110954,Underreported due to incomplete data
FL,FL,2017,June,Number of Deaths,202314,,100,0.040531055685716,Underreported due to incomplete data
FL,FL,2017,July,Number of Deaths,202400,,100,0.038537549407115,Underreported due to incomplete data
FL,FL,2017,August,Number of Deaths,202940,,100,0.037449492460826,Underreported due to incomplete data
FL,FL,2017,September,Number of Deaths,203978,,100,0.042161409563776,Underreported due to incomplete data
FL,FL,2017,October,Number of Deaths,204665,,100,0.0473945227567,Underreported due to incomplete data
FL,FL,2017,November,Number of Deaths,205023,,100,0.051213766260371,Underreported due to incomplete data
FL,FL,2017,December,Number of Deaths,206174,,100,0.064993646143549,Underreported due to incomplete data
FL,FL,2018,January,Number of Deaths,208174,,100,0.068212168666596,Underreported due to incomplete data
FL,FL,2018,February,Number of Deaths,208900,,100,0.077549066539014,Underreported due to incomplete data
FL,FL,2018,March,Number of Deaths,208933,,100,0.092852732694213,Underreported due to incomplete data
FL,FL,2015,January,Number of Drug Overdose Deaths,2755,2781,100,0.03488925305281,
FL,FL,2015,February,Number of Drug Overdose Deaths,2824,2851,100,0.034104443546652,
FL,FL,2015,March,Number of Drug Overdose Deaths,2862,2889,100,0.033377663042061,
FL,FL,2015,April,Number of Drug Overdose Deaths,2886,2912,100,0.032246655709738,
FL,FL,2015,May,Number of Drug Overdose Deaths,2958,2985,100,0.033149114038132,
FL,FL,2015,June,Number of Drug Overdose Deaths,2983,3010,100,0.031542968245022,
FL,FL,2015,July,Number of Drug Overdose Deaths,3117,3145,100,0.031463571889104,
FL,FL,2015,August,Number of Drug Overdose Deaths,3204,3231,100,0.028811919902863,
FL,FL,2015,September,Number of Drug Overdose Deaths,3270,3297,100,0.027678539393225,
FL,FL,2015,October,Number of Drug Overdose Deaths,3341,3370,100,0.030163753393422,
FL,FL,2015,November,Number of Drug Overdose Deaths,3340,3371,100,0.032768251660173,
FL,FL,2015,December,Number of Drug Overdose Deaths,3352,3385,100,0.036541994987056,
FL,FL,2016,January,Number of Drug Overdose Deaths,3324,3357,100,0.037665755120995,
FL,FL,2016,February,Number of Drug Overdose Deaths,3401,3435,100,0.038068585186176,
FL,FL,2016,March,Number of Drug Overdose Deaths,3596,3633,100,0.038931434572138,
FL,FL,2016,April,Number of Drug Overdose Deaths,3703,3742,100,0.040840705931602,
FL,FL,2016,May,Number of Drug Overdose Deaths,3759,3800,100,0.042336138740117,
FL,FL,2016,June,Number of Drug Overdose Deaths,3843,3886,100,0.04534500415238,
FL,FL,2016,July,Number of Drug Overdose Deaths,3973,4019,100,0.04727219124397,
FL,FL,2016,August,Number of Drug Overdose Deaths,4091,4142,100,0.051697921946275,
FL,FL,2016,September,Number of Drug Overdose Deaths,4279,4333,100,0.052631046244471,
FL,FL,2016,October,Number of Drug Overdose Deaths,4579,4638,100,0.054989405710826,
FL,FL,2016,November,Number of Drug Overdose Deaths,4836,4898,100,0.054703497008873,
FL,FL,2016,December,Number of Drug Overdose Deaths,4996,5054,100,0.047008461523074,
FL,FL,2017,January,Number of Drug Overdose Deaths,5179,5196,100,0.046295604904347,Underreported due to incomplete data
FL,FL,2017,February,Number of Drug Overdose Deaths,5230,5266,100,0.045837734420153,Underreported due to incomplete data
FL,FL,2017,March,Number of Drug Overdose Deaths,5287,5323,100,0.044802644351631,Underreported due to incomplete data
FL,FL,2017,April,Number of Drug Overdose Deaths,5386,5426,100,0.043210275105418,Underreported due to incomplete data
FL,FL,2017,May,Number of Drug Overdose Deaths,5535,5574,100,0.041644770110954,Underreported due to incomplete data
FL,FL,2017,June,Number of Drug Overdose Deaths,5676,5736,100,0.040531055685716,Underreported due to incomplete data
FL,FL,2017,July,Number of Drug Overdose Deaths,5602,5672,100,0.038537549407115,Underreported due to incomplete data
FL,FL,2017,August,Number of Drug Overdose Deaths,5627,5722,100,0.037449492460826,Underreported due to incomplete data
FL,FL,2017,September,Number of Drug Overdose Deaths,5592,5684,100,0.042161409563776,Underreported due to incomplete data
FL,FL,2017,October,Number of Drug Overdose Deaths,5475,5558,100,0.0473945227567,Underreported due to incomplete data
FL,FL,2017,November,Number of Drug Overdose Deaths,5415,5484,100,0.051213766260371,Underreported due to incomplete data
FL,FL,2017,December,Number of Drug Overdose Deaths,5440,5487,100,0.064993646143549,Underreported due to incomplete data
FL,FL,2018,January,Number of Drug Overdose Deaths,5449,5487,100,0.068212168666596,Underreported due to incomplete data
FL,FL,2018,February,Number of Drug Overdose Deaths,5407,5473,100,0.077549066539014,Underreported due to incomplete data
FL,FL,2018,March,Number of Drug Overdose Deaths,5270,5350,100,0.092852732694213,Underreported due to incomplete data
GA,GA,2015,January,Number of Deaths,77687,,100,0.087530732297553,
GA,GA,2015,February,Number of Deaths,78215,,100,0.093332480981909,
GA,GA,2015,March,Number of Deaths,78805,,100,0.091364761119218,
GA,GA,2015,April,Number of Deaths,79111,,100,0.098595644095006,
GA,GA,2015,May,Number of Deaths,79186,,100,0.099765109994191,
GA,GA,2015,June,Number of Deaths,79559,,100,0.091755803868827,
GA,GA,2015,July,Number of Deaths,79994,,100,0.088756656749256,
GA,GA,2015,August,Number of Deaths,80081,,100,0.081167817584696,
GA,GA,2015,September,Number of Deaths,80392,,100,0.077122101701662,
GA,GA,2015,October,Number of Deaths,80715,,100,0.083008114972434,
GA,GA,2015,November,Number of Deaths,80919,,100,0.07661982970625,
GA,GA,2015,December,Number of Deaths,80541,,100,0.079462633937994,
GA,GA,2016,January,Number of Deaths,80247,,100,0.078507607761038,
GA,GA,2016,February,Number of Deaths,80280,,100,0.073492775286497,
GA,GA,2016,March,Number of Deaths,80292,,100,0.072236337368605,
GA,GA,2016,April,Number of Deaths,80405,,100,0.064672594987874,
GA,GA,2016,May,Number of Deaths,80430,,100,0.067139127191346,
GA,GA,2016,June,Number of Deaths,80535,,100,0.075743465573974,
GA,GA,2016,July,Number of Deaths,80602,,100,0.075680504205851,
GA,GA,2016,August,Number of Deaths,81003,,100,0.076540375047838,
GA,GA,2016,September,Number of Deaths,81280,,100,0.077509842519685,
GA,GA,2016,October,Number of Deaths,81277,,100,0.072591261980634,
GA,GA,2016,November,Number of Deaths,81392,,100,0.077403184588166,
GA,GA,2016,December,Number of Deaths,81783,,100,0.084369612266608,
GA,GA,2017,January,Number of Deaths,82151,,100,0.08033986196151,Underreported due to incomplete data
GA,GA,2017,February,Number of Deaths,82145,,100,0.079128370564246,Underreported due to incomplete data
GA,GA,2017,March,Number of Deaths,82438,,100,0.076421067954099,Underreported due to incomplete data
GA,GA,2017,April,Number of Deaths,82590,,100,0.07991282237559,Underreported due to incomplete data
GA,GA,2017,May,Number of Deaths,82815,,100,0.079695707299402,Underreported due to incomplete data
GA,GA,2017,June,Number of Deaths,82949,,100,0.079566962832584,Underreported due to incomplete data
GA,GA,2017,July,Number of Deaths,83091,,100,0.084244984414678,Underreported due to incomplete data
GA,GA,2017,August,Number of Deaths,83126,,100,0.091427471549214,Underreported due to incomplete data
GA,GA,2017,September,Number of Deaths,83204,,100,0.091341762415268,Underreported due to incomplete data
GA,GA,2017,October,Number of Deaths,83593,,100,0.092112975966887,Underreported due to incomplete data
GA,GA,2017,November,Number of Deaths,83670,,100,0.087247520019123,Underreported due to incomplete data
GA,GA,2017,December,Number of Deaths,83685,,100,0.082452052339129,Underreported due to incomplete data
GA,GA,2018,January,Number of Deaths,84819,,100,0.08606562208939,Underreported due to incomplete data
GA,GA,2018,February,Number of Deaths,85198,,100,0.092725181342285,Underreported due to incomplete data
GA,GA,2018,March,Number of Deaths,85041,,100,0.101127691348879,Underreported due to incomplete data
GA,GA,2015,January,Number of Drug Overdose Deaths,1206,1229,100,0.087530732297553,
GA,GA,2015,April,Number of Drug Overdose Deaths,1270,1296,100,0.098595644095006,
GA,GA,2015,May,Number of Drug Overdose Deaths,1289,1316,100,0.099765109994191,
GA,GA,2015,June,Number of Drug Overdose Deaths,1311,1337,100,0.091755803868827,
GA,GA,2015,July,Number of Drug Overdose Deaths,1330,1355,100,0.088756656749256,
GA,GA,2015,August,Number of Drug Overdose Deaths,1327,1351,100,0.081167817584696,
GA,GA,2015,September,Number of Drug Overdose Deaths,1314,1336,100,0.077122101701662,
GA,GA,2015,October,Number of Drug Overdose Deaths,1337,1361,100,0.083008114972434,
GA,GA,2015,November,Number of Drug Overdose Deaths,1315,1337,100,0.07661982970625,
GA,GA,2015,December,Number of Drug Overdose Deaths,1308,1331,100,0.079462633937994,
GA,GA,2016,January,Number of Drug Overdose Deaths,1299,1321,100,0.078507607761038,
GA,GA,2016,February,Number of Drug Overdose Deaths,1277,1298,100,0.073492775286497,
GA,GA,2016,March,Number of Drug Overdose Deaths,1278,1299,100,0.072236337368605,
GA,GA,2016,April,Number of Drug Overdose Deaths,1291,1310,100,0.064672594987874,
GA,GA,2016,May,Number of Drug Overdose Deaths,1268,1287,100,0.067139127191346,
GA,GA,2016,June,Number of Drug Overdose Deaths,1279,1301,100,0.075743465573974,
GA,GA,2016,July,Number of Drug Overdose Deaths,1270,1291,100,0.075680504205851,
GA,GA,2016,August,Number of Drug Overdose Deaths,1275,1297,100,0.076540375047838,
GA,GA,2016,September,Number of Drug Overdose Deaths,1289,1311,100,0.077509842519685,
GA,GA,2016,October,Number of Drug Overdose Deaths,1298,1319,100,0.072591261980634,
GA,GA,2016,November,Number of Drug Overdose Deaths,1344,1367,100,0.077403184588166,
GA,GA,2016,December,Number of Drug Overdose Deaths,1370,1395,100,0.084369612266608,
GA,GA,2017,January,Number of Drug Overdose Deaths,1398,1411,100,0.08033986196151,Underreported due to incomplete data
GA,GA,2017,February,Number of Drug Overdose Deaths,1418,1436,100,0.079128370564246,Underreported due to incomplete data
GA,GA,2017,March,Number of Drug Overdose Deaths,1436,1454,100,0.076421067954099,Underreported due to incomplete data
GA,GA,2017,April,Number of Drug Overdose Deaths,1467,1487,100,0.07991282237559,Underreported due to incomplete data
GA,GA,2017,May,Number of Drug Overdose Deaths,1484,1504,100,0.079695707299402,Underreported due to incomplete data
GA,GA,2017,June,Number of Drug Overdose Deaths,1485,1511,100,0.079566962832584,Underreported due to incomplete data
GA,GA,2017,July,Number of Drug Overdose Deaths,1493,1524,100,0.084244984414678,Underreported due to incomplete data
GA,GA,2017,August,Number of Drug Overdose Deaths,1501,1541,100,0.091427471549214,Underreported due to incomplete data
GA,GA,2017,September,Number of Drug Overdose Deaths,1499,1537,100,0.091341762415268,Underreported due to incomplete data
GA,GA,2017,October,Number of Drug Overdose Deaths,1520,1555,100,0.092112975966887,Underreported due to incomplete data
GA,GA,2017,November,Number of Drug Overdose Deaths,1506,1535,100,0.087247520019123,Underreported due to incomplete data
GA,GA,2017,December,Number of Drug Overdose Deaths,1516,1534,100,0.082452052339129,Underreported due to incomplete data
GA,GA,2018,January,Number of Drug Overdose Deaths,1478,1493,100,0.08606562208939,Underreported due to incomplete data
GA,GA,2018,February,Number of Drug Overdose Deaths,1458,1480,100,0.092725181342285,Underreported due to incomplete data
GA,GA,2018,March,Number of Drug Overdose Deaths,1464,1489,100,0.101127691348879,Underreported due to incomplete data
HI,HI,2015,January,Number of Deaths,11026,,100,0.018138944313441,
HI,HI,2015,February,Number of Deaths,11076,,100,0.018057060310581,
HI,HI,2015,March,Number of Deaths,11073,,100,0.018061952497065,
HI,HI,2015,April,Number of Deaths,11031,,100,0.018130722509292,
HI,HI,2015,May,Number of Deaths,11063,,100,0.018078278947844,
HI,HI,2015,June,Number of Deaths,11100,,100,0.018018018018018,
HI,HI,2015,July,Number of Deaths,11111,,100,0.0180001800018,
HI,HI,2015,August,Number of Deaths,11116,,100,0.017992083483267,
HI,HI,2015,September,Number of Deaths,11154,,100,0.017930787161556,
HI,HI,2015,October,Number of Deaths,11187,,100,0.026816840976133,
HI,HI,2015,November,Number of Deaths,11203,,100,0.017852360974739,
HI,HI,2015,December,Number of Deaths,11208,,100,0.008922198429693,
HI,HI,2016,January,Number of Deaths,11070,,100,0.00903342366757,
HI,HI,2016,February,Number of Deaths,11065,,100,0.018075011296882,
HI,HI,2016,March,Number of Deaths,11067,,100,0.018071744826963,
HI,HI,2016,April,Number of Deaths,11057,,100,0.018088088993398,
HI,HI,2016,May,Number of Deaths,10969,,100,0.054699607986143,
HI,HI,2016,June,Number of Deaths,10901,,100,0.091734703238235,
HI,HI,2016,July,Number of Deaths,10896,,100,0.12848751835536,
HI,HI,2016,August,Number of Deaths,10892,,100,0.165258905618803,
HI,HI,2016,September,Number of Deaths,10824,,100,0.203252032520325,
HI,HI,2016,October,Number of Deaths,10870,,100,0.220791168353266,
HI,HI,2016,November,Number of Deaths,10939,,100,0.265106499680044,
HI,HI,2016,December,Number of Deaths,11041,,100,0.326057422334933,
HI,HI,2017,January,Number of Deaths,11142,,100,0.323101777059774,Underreported due to incomplete data
HI,HI,2017,February,Number of Deaths,11111,,100,0.3150031500315,Underreported due to incomplete data
HI,HI,2017,March,Number of Deaths,11136,,100,0.314295977011494,Underreported due to incomplete data
HI,HI,2017,April,Number of Deaths,11205,,100,0.312360553324409,Underreported due to incomplete data
HI,HI,2017,May,Number of Deaths,11306,,100,0.274190695206085,Underreported due to incomplete data
HI,HI,2017,June,Number of Deaths,11380,,100,0.23725834797891,Underreported due to incomplete data
HI,HI,2017,July,Number of Deaths,11385,,100,0.210803689064559,Underreported due to incomplete data
HI,HI,2017,August,Number of Deaths,11412,,100,0.184016824395373,Underreported due to incomplete data
HI,HI,2017,September,Number of Deaths,11430,,100,0.148731408573928,Underreported due to incomplete data
HI,HI,2017,October,Number of Deaths,11396,,100,0.131625131625132,Underreported due to incomplete data
HI,HI,2017,November,Number of Deaths,11455,,100,0.087298123090354,Underreported due to incomplete data
HI,HI,2017,December,Number of Deaths,11514,,100,0.034740316136877,Underreported due to incomplete data
HI,HI,2018,January,Number of Deaths,11521,,100,0.034719208402048,Underreported due to incomplete data
HI,HI,2018,February,Number of Deaths,11581,,100,0.034539331663932,Underreported due to incomplete data
HI,HI,2018,March,Number of Deaths,11660,,100,0.051457975986278,Underreported due to incomplete data
HI,HI,2015,January,Number of Drug Overdose Deaths,157,159,100,0.018138944313441,
HI,HI,2015,February,Number of Drug Overdose Deaths,161,163,100,0.018057060310581,
HI,HI,2015,March,Number of Drug Overdose Deaths,158,160,100,0.018061952497065,
HI,HI,2015,April,Number of Drug Overdose Deaths,157,159,100,0.018130722509292,
HI,HI,2015,May,Number of Drug Overdose Deaths,163,165,100,0.018078278947844,
HI,HI,2015,June,Number of Drug Overdose Deaths,147,148,100,0.018018018018018,
HI,HI,2015,July,Number of Drug Overdose Deaths,147,148,100,0.0180001800018,
HI,HI,2015,August,Number of Drug Overdose Deaths,149,150,100,0.017992083483267,
HI,HI,2015,September,Number of Drug Overdose Deaths,153,154,100,0.017930787161556,
HI,HI,2015,October,Number of Drug Overdose Deaths,156,158,100,0.026816840976133,
HI,HI,2015,November,Number of Drug Overdose Deaths,165,167,100,0.017852360974739,
HI,HI,2015,December,Number of Drug Overdose Deaths,171,172,100,0.008922198429693,
HI,HI,2016,January,Number of Drug Overdose Deaths,174,175,100,0.00903342366757,
HI,HI,2016,February,Number of Drug Overdose Deaths,181,183,100,0.018075011296882,
HI,HI,2016,March,Number of Drug Overdose Deaths,187,189,100,0.018071744826963,
HI,HI,2016,April,Number of Drug Overdose Deaths,191,193,100,0.018088088993398,
HI,HI,2016,May,Number of Drug Overdose Deaths,190,193,100,0.054699607986143,
HI,HI,2016,June,Number of Drug Overdose Deaths,194,198,100,0.091734703238235,
HI,HI,2016,July,Number of Drug Overdose Deaths,193,198,100,0.12848751835536,
HI,HI,2016,August,Number of Drug Overdose Deaths,203,210,100,0.165258905618803,
HI,HI,2016,September,Number of Drug Overdose Deaths,194,202,100,0.203252032520325,
HI,HI,2016,October,Number of Drug Overdose Deaths,193,202,100,0.220791168353266,
HI,HI,2016,November,Number of Drug Overdose Deaths,195,205,100,0.265106499680044,
HI,HI,2016,December,Number of Drug Overdose Deaths,199,212,100,0.326057422334933,
HI,HI,2017,January,Number of Drug Overdose Deaths,203,214,100,0.323101777059774,Underreported due to incomplete data
HI,HI,2017,February,Number of Drug Overdose Deaths,190,201,100,0.3150031500315,Underreported due to incomplete data
HI,HI,2017,March,Number of Drug Overdose Deaths,182,192,100,0.314295977011494,Underreported due to incomplete data
HI,HI,2017,April,Number of Drug Overdose Deaths,180,190,100,0.312360553324409,Underreported due to incomplete data
HI,HI,2017,May,Number of Drug Overdose Deaths,190,200,100,0.274190695206085,Underreported due to incomplete data
HI,HI,2017,June,Number of Drug Overdose Deaths,188,197,100,0.23725834797891,Underreported due to incomplete data
HI,HI,2017,July,Number of Drug Overdose Deaths,193,202,100,0.210803689064559,Underreported due to incomplete data
HI,HI,2017,August,Number of Drug Overdose Deaths,188,197,100,0.184016824395373,Underreported due to incomplete data
HI,HI,2017,September,Number of Drug Overdose Deaths,196,203,100,0.148731408573928,Underreported due to incomplete data
HI,HI,2017,October,Number of Drug Overdose Deaths,199,205,100,0.131625131625132,Underreported due to incomplete data
HI,HI,2017,November,Number of Drug Overdose Deaths,201,205,100,0.087298123090354,Underreported due to incomplete data
HI,HI,2017,December,Number of Drug Overdose Deaths,202,203,100,0.034740316136877,Underreported due to incomplete data
HI,HI,2018,January,Number of Drug Overdose Deaths,202,203,100,0.034719208402048,Underreported due to incomplete data
HI,HI,2018,February,Number of Drug Overdose Deaths,213,215,100,0.034539331663932,Underreported due to incomplete data
HI,HI,2018,March,Number of Drug Overdose Deaths,220,222,100,0.051457975986278,Underreported due to incomplete data
IA,IA,2015,January,Number of Deaths,29177,,100,0.013709428659561,
IA,IA,2015,February,Number of Deaths,29203,,100,0.013697222888059,
IA,IA,2015,March,Number of Deaths,29380,,100,0.013614703880191,
IA,IA,2015,April,Number of Deaths,29412,,100,0.010199918400653,
IA,IA,2015,May,Number of Deaths,29462,,100,0.010182608105356,
IA,IA,2015,June,Number of Deaths,29533,,100,0.010158128195578,
IA,IA,2015,July,Number of Deaths,29649,,100,0.010118385105737,
IA,IA,2015,August,Number of Deaths,29667,,100,0.010112245929821,
IA,IA,2015,September,Number of Deaths,29678,,100,0.010108497877215,
IA,IA,2015,October,Number of Deaths,29692,,100,0.006735821096592,
IA,IA,2015,November,Number of Deaths,29599,,100,0.003378492516639,
IA,IA,2015,December,Number of Deaths,29291,,100,0,
IA,IA,2016,January,Number of Deaths,29031,,100,0.003444593710172,
IA,IA,2016,February,Number of Deaths,29156,,100,0.003429825764851,
IA,IA,2016,March,Number of Deaths,28911,,100,0.00345889107952,
IA,IA,2016,April,Number of Deaths,28908,,100,0.003459250034592,
IA,IA,2016,May,Number of Deaths,28909,,100,0.003459130374624,
IA,IA,2016,June,Number of Deaths,28863,,100,0.003464643314971,
IA,IA,2016,July,Number of Deaths,28746,,100,0.003478744868851,
IA,IA,2016,August,Number of Deaths,28760,,100,0.006954102920723,
IA,IA,2016,September,Number of Deaths,28822,,100,0.006939143709666,
IA,IA,2016,October,Number of Deaths,28956,,100,0.006907031357922,
IA,IA,2016,November,Number of Deaths,29018,,100,0.006892273761114,
IA,IA,2016,December,Number of Deaths,29318,,100,0.006821747731769,
IA,IA,2017,January,Number of Deaths,29622,,100,0.003375869286341,Underreported due to incomplete data
IA,IA,2017,February,Number of Deaths,29704,,100,0.003366549959601,Underreported due to incomplete data
IA,IA,2017,March,Number of Deaths,29946,,100,0.010018032458425,Underreported due to incomplete data
IA,IA,2017,April,Number of Deaths,30000,,100,0.01,Underreported due to incomplete data
IA,IA,2017,May,Number of Deaths,30122,,100,0.009959498041299,Underreported due to incomplete data
IA,IA,2017,June,Number of Deaths,30214,,100,0.009929171907063,Underreported due to incomplete data
IA,IA,2017,July,Number of Deaths,30211,,100,0.00993015788951,Underreported due to incomplete data
IA,IA,2017,August,Number of Deaths,30110,,100,0.00664231152441,Underreported due to incomplete data
IA,IA,2017,September,Number of Deaths,30123,,100,0.006639444942403,Underreported due to incomplete data
IA,IA,2017,October,Number of Deaths,30136,,100,0.006636580833555,Underreported due to incomplete data
IA,IA,2017,November,Number of Deaths,30221,,100,0.00661791469508,Underreported due to incomplete data
IA,IA,2017,December,Number of Deaths,30243,,100,0.006613100552194,Underreported due to incomplete data
IA,IA,2018,January,Number of Deaths,30145,,100,0.006634599436059,Underreported due to incomplete data
IA,IA,2018,February,Number of Deaths,30192,,100,0.006624271330154,Underreported due to incomplete data
IA,IA,2018,March,Number of Deaths,30106,,100,0,Underreported due to incomplete data
IA,IA,2015,January,Number of Drug Overdose Deaths,274,276,100,0.013709428659561,
IA,IA,2015,February,Number of Drug Overdose Deaths,274,276,100,0.013697222888059,
IA,IA,2015,March,Number of Drug Overdose Deaths,272,274,100,0.013614703880191,
IA,IA,2015,April,Number of Drug Overdose Deaths,265,267,100,0.010199918400653,
IA,IA,2015,May,Number of Drug Overdose Deaths,277,279,100,0.010182608105356,
IA,IA,2015,June,Number of Drug Overdose Deaths,289,291,100,0.010158128195578,
IA,IA,2015,July,Number of Drug Overdose Deaths,298,300,100,0.010118385105737,
IA,IA,2015,August,Number of Drug Overdose Deaths,296,298,100,0.010112245929821,
IA,IA,2015,September,Number of Drug Overdose Deaths,311,313,100,0.010108497877215,
IA,IA,2015,October,Number of Drug Overdose Deaths,307,309,100,0.006735821096592,
IA,IA,2015,November,Number of Drug Overdose Deaths,308,310,100,0.003378492516639,
IA,IA,2015,December,Number of Drug Overdose Deaths,300,302,100,0,
IA,IA,2016,January,Number of Drug Overdose Deaths,303,305,100,0.003444593710172,
IA,IA,2016,February,Number of Drug Overdose Deaths,304,306,100,0.003429825764851,
IA,IA,2016,March,Number of Drug Overdose Deaths,309,311,100,0.00345889107952,
IA,IA,2016,April,Number of Drug Overdose Deaths,316,318,100,0.003459250034592,
IA,IA,2016,May,Number of Drug Overdose Deaths,318,320,100,0.003459130374624,
IA,IA,2016,June,Number of Drug Overdose Deaths,310,312,100,0.003464643314971,
IA,IA,2016,July,Number of Drug Overdose Deaths,304,306,100,0.003478744868851,
IA,IA,2016,August,Number of Drug Overdose Deaths,309,311,100,0.006954102920723,
IA,IA,2016,September,Number of Drug Overdose Deaths,306,308,100,0.006939143709666,
IA,IA,2016,October,Number of Drug Overdose Deaths,313,315,100,0.006907031357922,
IA,IA,2016,November,Number of Drug Overdose Deaths,319,321,100,0.006892273761114,
IA,IA,2016,December,Number of Drug Overdose Deaths,314,316,100,0.006821747731769,
IA,IA,2017,January,Number of Drug Overdose Deaths,325,324,100,0.003375869286341,Underreported due to incomplete data
IA,IA,2017,February,Number of Drug Overdose Deaths,330,330,100,0.003366549959601,Underreported due to incomplete data
IA,IA,2017,March,Number of Drug Overdose Deaths,330,331,100,0.010018032458425,Underreported due to incomplete data
IA,IA,2017,April,Number of Drug Overdose Deaths,319,320,100,0.01,Underreported due to incomplete data
IA,IA,2017,May,Number of Drug Overdose Deaths,322,323,100,0.009959498041299,Underreported due to incomplete data
IA,IA,2017,June,Number of Drug Overdose Deaths,332,334,100,0.009929171907063,Underreported due to incomplete data
IA,IA,2017,July,Number of Drug Overdose Deaths,334,337,100,0.00993015788951,Underreported due to incomplete data
IA,IA,2017,August,Number of Drug Overdose Deaths,338,342,100,0.00664231152441,Underreported due to incomplete data
IA,IA,2017,September,Number of Drug Overdose Deaths,334,338,100,0.006639444942403,Underreported due to incomplete data
IA,IA,2017,October,Number of Drug Overdose Deaths,338,341,100,0.006636580833555,Underreported due to incomplete data
IA,IA,2017,November,Number of Drug Overdose Deaths,340,342,100,0.00661791469508,Underreported due to incomplete data
IA,IA,2017,December,Number of Drug Overdose Deaths,341,341,100,0.006613100552194,Underreported due to incomplete data
IA,IA,2018,January,Number of Drug Overdose Deaths,336,335,100,0.006634599436059,Underreported due to incomplete data
IA,IA,2018,February,Number of Drug Overdose Deaths,331,332,100,0.006624271330154,Underreported due to incomplete data
IA,IA,2018,March,Number of Drug Overdose Deaths,326,326,100,0,Underreported due to incomplete data
ID,ID,2015,January,Number of Deaths,12667,,100,0,
ID,ID,2015,February,Number of Deaths,12669,,100,0,
ID,ID,2015,March,Number of Deaths,12693,,100,0,
ID,ID,2015,April,Number of Deaths,12753,,100,0.007841292244962,
ID,ID,2015,May,Number of Deaths,12849,,100,0.007782706825434,
ID,ID,2015,June,Number of Deaths,12831,,100,0.007793624814901,
ID,ID,2015,July,Number of Deaths,12917,,100,0.007741735697143,
ID,ID,2015,August,Number of Deaths,12836,,100,0.007790588968526,
ID,ID,2015,September,Number of Deaths,12782,,100,0.007823501799405,
ID,ID,2015,October,Number of Deaths,12892,,100,0.007756748371083,
ID,ID,2015,November,Number of Deaths,12905,,100,0.02324680356451,
ID,ID,2015,December,Number of Deaths,12987,,100,0.030800030800031,
ID,ID,2016,January,Number of Deaths,12912,,100,0.030978934324659,
ID,ID,2016,February,Number of Deaths,12987,,100,0.030800030800031,
ID,ID,2016,March,Number of Deaths,13036,,100,0.030684258975146,
ID,ID,2016,April,Number of Deaths,13093,,100,0.022913006950279,
ID,ID,2016,May,Number of Deaths,13131,,100,0.022846698652045,
ID,ID,2016,June,Number of Deaths,13221,,100,0.045382346267302,
ID,ID,2016,July,Number of Deaths,13228,,100,0.045358330813426,
ID,ID,2016,August,Number of Deaths,13283,,100,0.045170518708123,
ID,ID,2016,September,Number of Deaths,13227,,100,0.045361760036289,
ID,ID,2016,October,Number of Deaths,13205,,100,0.045437334343052,
ID,ID,2016,November,Number of Deaths,13190,,100,0.068233510235026,
ID,ID,2016,December,Number of Deaths,13297,,100,0.06768444009927,
ID,ID,2017,January,Number of Deaths,13479,,100,0.066770531938571,Underreported due to incomplete data
ID,ID,2017,February,Number of Deaths,13530,,100,0.066518847006652,Underreported due to incomplete data
ID,ID,2017,March,Number of Deaths,13601,,100,0.066171605029042,Underreported due to incomplete data
ID,ID,2017,April,Number of Deaths,13619,,100,0.066084147147368,Underreported due to incomplete data
ID,ID,2017,May,Number of Deaths,13588,,100,0.073594347954077,Underreported due to incomplete data
ID,ID,2017,June,Number of Deaths,13581,,100,0.058905824313379,Underreported due to incomplete data
ID,ID,2017,July,Number of Deaths,13622,,100,0.058728527382176,Underreported due to incomplete data
ID,ID,2017,August,Number of Deaths,13657,,100,0.058578018598521,Underreported due to incomplete data
ID,ID,2017,September,Number of Deaths,13770,,100,0.058097312999274,Underreported due to incomplete data
ID,ID,2017,October,Number of Deaths,13865,,100,0.06491164803462,Underreported due to incomplete data
ID,ID,2017,November,Number of Deaths,13937,,100,0.028700581186769,Underreported due to incomplete data
ID,ID,2017,December,Number of Deaths,13909,,100,0.021568768423323,Underreported due to incomplete data
ID,ID,2018,January,Number of Deaths,13901,,100,0.02877490827998,Underreported due to incomplete data
